House status,Name,Price,Street Address,Locality,Region,PostalCode,Size,Href
New construction,"1485 S Garfield St, Denver, CO 80210","$1,120,000 ",1485 S Garfield St,Denver,CO,80210,"2,715",https://www.zillow.com/homedetails/1485-S-Garfield-St-Denver-CO-80210/2083534832_zpid/
House for sale,"1500 S Elizabeth St, Denver, CO 80210","$1,900,000 ",1500 S Elizabeth St,Denver,CO,80210,"5,625",https://www.zillow.com/homedetails/1500-S-Elizabeth-St-Denver-CO-80210/13373109_zpid/
Condo for sale,"2374 S University Blvd #405, Denver, CO 80210","$334,900 ",2374 S University Blvd #405,Denver,CO,80210,716,https://www.zillow.com/homedetails/2374-S-University-Blvd-405-Denver-CO-80210/318398701_zpid/
House for sale,"1271 S Vine St, Denver, CO 80210","$1,395,000 ",1271 S Vine St,Denver,CO,80210,"3,717",https://www.zillow.com/homedetails/1271-S-Vine-St-Denver-CO-80210/13370337_zpid/
Condo for sale,"2225 Buchtel Blvd Apt 611, Denver, CO 80210","$262,500 ",2225 Buchtel Blvd APT 611,Denver,CO,80210,"1,162",https://www.zillow.com/homedetails/2225-Buchtel-Blvd-APT-611-Denver-CO-80210/52964695_zpid/
Townhouse for sale,"2059 S Milwaukee St, Denver, CO 80210","$600,000 ",2059 S Milwaukee St,Denver,CO,80210,"1,287",https://www.zillow.com/homedetails/2059-S-Milwaukee-St-Denver-CO-80210/13374391_zpid/
Apartment for sale,"1920 S Washington St, Denver, CO 80210","$995,000 ",1920 S Washington St,Denver,CO,80210,"2,834",https://www.zillow.com/homedetails/1920-S-Washington-St-Denver-CO-80210/13377700_zpid/
Lot / Land for sale,"1281 S Downing St, Denver, CO 80210","$1,200,000 ",1281 S Downing St,Denver,CO,80210,"2,900",https://www.zillow.com/homedetails/1281-S-Downing-St-Denver-CO-80210/13370727_zpid/
House for sale,"1129 S Fillmore St, Denver, CO 80210","$1,399,000 ",1129 S Fillmore St,Denver,CO,80210,"3,697",https://www.zillow.com/homedetails/1129-S-Fillmore-St-Denver-CO-80210/13372377_zpid/
House for sale,"1159 S Downing St, Denver, CO 80210","$2,495,000 ",1159 S Downing St,Denver,CO,80210,"5,419",https://www.zillow.com/homedetails/1159-S-Downing-St-Denver-CO-80210/13370540_zpid/
House for sale,"1150 S Gilpin St, Denver, CO 80210","$1,795,000 ",1150 S Gilpin St,Denver,CO,80210,"4,191",https://www.zillow.com/homedetails/1150-S-Gilpin-St-Denver-CO-80210/13370241_zpid/
House for sale,"1362 S University Blvd, Denver, CO 80210","$985,900 ",1362 S University Blvd,Denver,CO,80210,"3,474",https://www.zillow.com/homedetails/1362-S-University-Blvd-Denver-CO-80210/13372814_zpid/
House for sale,"2945 S University Blvd, Denver, CO 80210","$625,000 ",2945 S University Blvd,Denver,CO,80210,"2,180",https://www.zillow.com/homedetails/2945-S-University-Blvd-Denver-CO-80210/13386715_zpid/
House for sale,"1179 S Jackson St, Denver, CO 80210","$1,474,000 ",1179 S Jackson St,Denver,CO,80210,"5,144",https://www.zillow.com/homedetails/1179-S-Jackson-St-Denver-CO-80210/13371855_zpid/
Apartment for sale,"2049 S Washington St, Denver, CO 80210","$1,035,000 ",2049 S Washington St,Denver,CO,80210,"3,717",https://www.zillow.com/homedetails/2049-S-Washington-St-Denver-CO-80210/82592798_zpid/
House for sale,"2635 S Monroe St, Denver, CO 80210","$1,395,000 ",2635 S Monroe St,Denver,CO,80210,"5,679",https://www.zillow.com/homedetails/2635-S-Monroe-St-Denver-CO-80210/13375569_zpid/
Condo for sale,"2374 S University Blvd #403, Denver, CO 80210","$309,000 ",2374 S University Blvd #403,Denver,CO,80210,576,https://www.zillow.com/homedetails/2374-S-University-Blvd-403-Denver-CO-80210/2079254266_zpid/
House for sale,"2684 S Cook St, Denver, CO 80210","$679,900 ",2684 S Cook St,Denver,CO,80210,"1,829",https://www.zillow.com/homedetails/2684-S-Cook-St-Denver-CO-80210/13375543_zpid/
House for sale,"2266 S Columbine St, Denver, CO 80210","$2,750,000 ",2266 S Columbine St,Denver,CO,80210,"5,425",https://www.zillow.com/homedetails/2266-S-Columbine-St-Denver-CO-80210/13374552_zpid/
Condo for sale,"2374 S University Blvd Unit 208, Denver, CO 80210","$334,900 ",2374 S University Blvd UNIT 208,Denver,CO,80210,759,https://www.zillow.com/homedetails/2374-S-University-Blvd-UNIT-208-Denver-CO-80210/2079414411_zpid/
House for sale,"2111 S Franklin St, Denver, CO 80210","$1,124,999 ",2111 S Franklin St,Denver,CO,80210,"4,053",https://www.zillow.com/homedetails/2111-S-Franklin-St-Denver-CO-80210/13376087_zpid/
House for sale,"2930 E Iliff Ave, Denver, CO 80210","$3,323,000 ",2930 E Iliff Ave,Denver,CO,80210,"7,736",https://www.zillow.com/homedetails/2930-E-Iliff-Ave-Denver-CO-80210/13374654_zpid/
House for sale,"3333 E Florida Ave Apt 132, Denver, CO 80210","$855,000 ",3333 E Florida Ave APT 132,Denver,CO,80210,"3,246",https://www.zillow.com/homedetails/3333-E-Florida-Ave-APT-132-Denver-CO-80210/13372269_zpid/
House for sale,"3333 E Florida Ave Apt 54, Denver, CO 80210","$730,000 ",3333 E Florida Ave APT 54,Denver,CO,80210,"2,604",https://www.zillow.com/homedetails/3333-E-Florida-Ave-APT-54-Denver-CO-80210/13372200_zpid/
House for sale,"1710 S Clayton St, Denver, CO 80210","$1,625,000 ",1710 S Clayton St,Denver,CO,80210,"6,814",https://www.zillow.com/homedetails/1710-S-Clayton-St-Denver-CO-80210/61433752_zpid/
Townhouse for sale,"2680 S University Blvd Apt 202b, Denver, CO 80210","$669,900 ",2680 S University Blvd APT 202B,Denver,CO,80210,"3,432",https://www.zillow.com/homedetails/2680-S-University-Blvd-APT-202B-Denver-CO-80210/13375054_zpid/
Apartment for sale,"2501 S Broadway, Denver, CO 80210","$734,900 ",2501 S Broadway,Denver,CO,80210,"2,376",https://www.zillow.com/homedetails/2501-S-Broadway-Denver-CO-80210/13379196_zpid/
Lot / Land for sale,"2272 S Columbine St, Denver, CO 80210","$800,000 ",2272 S Columbine St,Denver,CO,80210,,https://www.zillow.com/homedetails/2272-S-Columbine-St-Denver-CO-80210/251843316_zpid/
House for sale,"3059 S Detroit Way, Denver, CO 80210","$1,245,000 ",3059 S Detroit Way,Denver,CO,80210,"2,903",https://www.zillow.com/homedetails/3059-S-Detroit-Way-Denver-CO-80210/13388112_zpid/
Condo for sale,"2374 S University Blvd #301, Denver, CO 80210","$429,900 ",2374 S University Blvd #301,Denver,CO,80210,852,https://www.zillow.com/homedetails/2374-S-University-Blvd-301-Denver-CO-80210/2080084567_zpid/
Condo for sale,"2374 S University Blvd Unit 211, Denver, CO 80210","$299,000 ",2374 S University Blvd UNIT 211,Denver,CO,80210,643,https://www.zillow.com/homedetails/2374-S-University-Blvd-UNIT-211-Denver-CO-80210/2080293396_zpid/
Townhouse for sale,"2800 S University Blvd Unit 127, Denver, CO 80210","$909,000 ",2800 S University Blvd UNIT 127,Denver,CO,80210,"4,737",https://www.zillow.com/homedetails/2800-S-University-Blvd-UNIT-127-Denver-CO-80210/13388025_zpid/
Pre-foreclosure,"1350 S Corona St, Denver, CO 80210","$646,282 ",1350 S Corona St,Denver,CO,80210,"1,024",https://www.zillow.com/homedetails/1350-S-Corona-St-Denver-CO-80210/13370833_zpid/
House for sale,"1165 S Jackson St, Denver, CO 80210","$1,294,000 ",1165 S Jackson St,Denver,CO,80210,"5,243",https://www.zillow.com/homedetails/1165-S-Jackson-St-Denver-CO-80210/13371857_zpid/
Townhouse for sale,"2389 S High St Apt 3, Denver, CO 80210","$435,000 ",2389 S High St APT 3,Denver,CO,80210,"1,088",https://www.zillow.com/homedetails/2389-S-High-St-APT-3-Denver-CO-80210/72293483_zpid/
Condo for sale,"2374 S University Blvd #408, Denver, CO 80210","$364,900 ",2374 S University Blvd #408,Denver,CO,80210,737,https://www.zillow.com/homedetails/2374-S-University-Blvd-408-Denver-CO-80210/2080458427_zpid/
Condo for sale,"1616 S Broadway Apt 217, Denver, CO 80210","$469,000 ",1616 S Broadway APT 217,Denver,CO,80210,"1,070",https://www.zillow.com/homedetails/1616-S-Broadway-APT-217-Denver-CO-80210/2084541279_zpid/
House for sale,"2350 S Monroe St, Denver, CO 80210","$2,795,000 ",2350 S Monroe St,Denver,CO,80210,"8,576",https://www.zillow.com/homedetails/2350-S-Monroe-St-Denver-CO-80210/13375353_zpid/
House for sale,"2693 S Cook St, Denver, CO 80210","$1,595,000 ",2693 S Cook St,Denver,CO,80210,"6,802",https://www.zillow.com/homedetails/2693-S-Cook-St-Denver-CO-80210/13375515_zpid/
House for sale,"1380 S Downing St, Denver, CO 80210","$1,125,000 ",1380 S Downing St,Denver,CO,80210,"3,353",https://www.zillow.com/homedetails/1380-S-Downing-St-Denver-CO-80210/13370814_zpid/
Condo for sale,"1616 S Broadway Apt 216, Denver, CO 80210","$449,000 ",1616 S Broadway APT 216,Denver,CO,80210,"1,070",https://www.zillow.com/homedetails/1616-S-Broadway-APT-216-Denver-CO-80210/2084541280_zpid/
Apartment for sale,"1980 S Pennsylvania St, Denver, CO 80210","$819,900 ",1980 S Pennsylvania St,Denver,CO,80210,"2,814",https://www.zillow.com/homedetails/1980-S-Pennsylvania-St-Denver-CO-80210/13377754_zpid/
Condo for sale,"2800 S University Blvd Unit 27, Denver, CO 80210","$699,950 ",2800 S University Blvd UNIT 27,Denver,CO,80210,"4,737",https://www.zillow.com/homedetails/2800-S-University-Blvd-UNIT-27-Denver-CO-80210/13387929_zpid/
House for sale,"1365 S Josephine St, Denver, CO 80210","$1,300,000 ",1365 S Josephine St,Denver,CO,80210,"4,205",https://www.zillow.com/homedetails/1365-S-Josephine-St-Denver-CO-80210/13372822_zpid/
Lot / Land for sale,"2440 S Monroe St, Denver, CO 80210","$850,000 ",2440 S Monroe St,Denver,CO,80210,"2,204",https://www.zillow.com/homedetails/2440-S-Monroe-St-Denver-CO-80210/13375373_zpid/
House for sale,"1181 S Vine St, Denver, CO 80210","$2,499,999 ",1181 S Vine St,Denver,CO,80210,"4,694",https://www.zillow.com/homedetails/1181-S-Vine-St-Denver-CO-80210/13370185_zpid/
House for sale,"1933 S Monroe St, Denver, CO 80210","$1,100,000 ",1933 S Monroe St,Denver,CO,80210,"3,961",https://www.zillow.com/homedetails/1933-S-Monroe-St-Denver-CO-80210/13373984_zpid/
Apartment for sale,"312 Inca St, Denver, CO 80223","$409,995 ",312 Inca St,Denver,CO,80223,873,https://www.zillow.com/homedetails/312-Inca-St-Denver-CO-80223/121927823_zpid/
House for sale,"2387 S Acoma St, Denver, CO 80223","$659,500 ",2387 S Acoma St,Denver,CO,80223,"1,873",https://www.zillow.com/homedetails/2387-S-Acoma-St-Denver-CO-80223/13379096_zpid/
Condo for sale,"1898 S Bannock St #105, Denver, CO 80223","$414,419 ",1898 S Bannock St #105,Denver,CO,80223,897,https://www.zillow.com/homedetails/1898-S-Bannock-St-105-Denver-CO-80223/2077950177_zpid/
Condo for sale,"1898 S Bannock St Unit 411, Denver, CO 80223","$359,913 ",1898 S Bannock St UNIT 411,Denver,CO,80223,726,https://www.zillow.com/homedetails/1898-S-Bannock-St-UNIT-411-Denver-CO-80223/2077952620_zpid/
Apartment for sale,"317 Delaware St, Denver, CO 80223","$339,000 ",317 Delaware St,Denver,CO,80223,685,https://www.zillow.com/homedetails/317-Delaware-St-Denver-CO-80223/2094185980_zpid/
House for sale,"187 S Zuni St, Denver, CO 80223","$550,000 ",187 S Zuni St,Denver,CO,80223,"3,360",https://www.zillow.com/homedetails/187-S-Zuni-St-Denver-CO-80223/13341641_zpid/
House for sale,"263 Galapago St, Denver, CO 80223","$350,000 ",263 Galapago St,Denver,CO,80223,702,https://www.zillow.com/homedetails/263-Galapago-St-Denver-CO-80223/13343823_zpid/
Lot / Land for sale,"2101 S Cherokee St, Denver, CO 80223","$1,850,000 ",2101 S Cherokee St,Denver,CO,80223,,https://www.zillow.com/homedetails/2101-S-Cherokee-St-Denver-CO-80223/13378495_zpid/
Townhouse for sale,"2466 S Delaware St Unit 8, Denver, CO 80223","$329,900 ",2466 S Delaware St UNIT 8,Denver,CO,80223,757,https://www.zillow.com/homedetails/2466-S-Delaware-St-UNIT-8-Denver-CO-80223/2078048596_zpid/
Townhouse for sale,"2166 S Delaware St, Denver, CO 80223","$565,000 ",2166 S Delaware St,Denver,CO,80223,"1,271",https://www.zillow.com/homedetails/2166-S-Delaware-St-Denver-CO-80223/318396808_zpid/
Condo for sale,"1898 S Bannock St Unit 313, Denver, CO 80223","$334,579 ",1898 S Bannock St UNIT 313,Denver,CO,80223,732,https://www.zillow.com/homedetails/1898-S-Bannock-St-UNIT-313-Denver-CO-80223/2078057638_zpid/
House for sale,"630 W 4th Ave, Denver, CO 80223","$475,000 ",630 W 4th Ave,Denver,CO,80223,"1,067",https://www.zillow.com/homedetails/630-W-4th-Ave-Denver-CO-80223/13343764_zpid/
Condo for sale,"2 Acoma St Apt 11, Denver, CO 80223","$317,500 ",2 Acoma St APT 11,Denver,CO,80223,754,https://www.zillow.com/homedetails/2-Acoma-St-APT-11-Denver-CO-80223/13344353_zpid/
Townhouse for sale,"2278 S Delaware St Unit 7, Denver, CO 80223","$319,000 ",2278 S Delaware St UNIT 7,Denver,CO,80223,732,https://www.zillow.com/homedetails/2278-S-Delaware-St-UNIT-7-Denver-CO-80223/2078083879_zpid/
Townhouse for sale,"2278 S Delaware St Unit 1, Denver, CO 80223","$368,900 ",2278 S Delaware St UNIT 1,Denver,CO,80223,760,https://www.zillow.com/homedetails/2278-S-Delaware-St-UNIT-1-Denver-CO-80223/2078083878_zpid/
House for sale,"2455 S Galapago St, Denver, CO 80223","$390,000 ",2455 S Galapago St,Denver,CO,80223,"1,001",https://www.zillow.com/homedetails/2455-S-Galapago-St-Denver-CO-80223/13378883_zpid/
Apartment for sale,"1133 S Raritan St, Denver, CO 80223","$300,000 ",1133 S Raritan St,Denver,CO,80223,"1,461",https://www.zillow.com/homedetails/1133-S-Raritan-St-Denver-CO-80223/58294175_zpid/
Apartment for sale,"1129 S Raritan St, Denver, CO 80223","$300,000 ",1129 S Raritan St,Denver,CO,80223,"1,461",https://www.zillow.com/homedetails/1129-S-Raritan-St-Denver-CO-80223/54891959_zpid/
House for sale,"2273 S Fox St, Denver, CO 80223","$370,000 ",2273 S Fox St,Denver,CO,80223,"1,400",https://www.zillow.com/homedetails/2273-S-Fox-St-Denver-CO-80223/13378816_zpid/
Townhouse for sale,"2478 S Delaware St Unit 6, Denver, CO 80223","$309,000 ",2478 S Delaware St UNIT 6,Denver,CO,80223,671,https://www.zillow.com/homedetails/2478-S-Delaware-St-UNIT-6-Denver-CO-80223/2078183556_zpid/
Condo for sale,"165 W Cedar Ave Apt 7, Denver, CO 80223","$260,000 ",165 W Cedar Ave APT 7,Denver,CO,80223,689,https://www.zillow.com/homedetails/165-W-Cedar-Ave-APT-7-Denver-CO-80223/63359722_zpid/
Condo for sale,"1898 S Bannock St Unit 102, Denver, CO 80223","$299,955 ",1898 S Bannock St UNIT 102,Denver,CO,80223,640,https://www.zillow.com/homedetails/1898-S-Bannock-St-UNIT-102-Denver-CO-80223/2078226115_zpid/
Townhouse for sale,"150 W Byers Pl Apt 4, Denver, CO 80223","$699,000 ",150 W Byers Pl APT 4,Denver,CO,80223,"2,288",https://www.zillow.com/homedetails/150-W-Byers-Pl-APT-4-Denver-CO-80223/13344755_zpid/
Apartment for sale,"86 N Galapago St, Denver, CO 80223","$449,000 ",86 N Galapago St,Denver,CO,80223,"1,008",https://www.zillow.com/homedetails/86-N-Galapago-St-Denver-CO-80223/251841723_zpid/
House for sale,"1183 S Navajo St, Denver, CO 80223","$415,000 ",1183 S Navajo St,Denver,CO,80223,"1,496",https://www.zillow.com/homedetails/1183-S-Navajo-St-Denver-CO-80223/2078303231_zpid/
House for sale,"2684 S Cherokee St, Denver, CO 80223","$730,000 ",2684 S Cherokee St,Denver,CO,80223,"3,460",https://www.zillow.com/homedetails/2684-S-Cherokee-St-Denver-CO-80223/82593877_zpid/
Townhouse for sale,"2659 S Cherokee St, Denver, CO 80223","$735,000 ",2659 S Cherokee St,Denver,CO,80223,"2,562",https://www.zillow.com/homedetails/2659-S-Cherokee-St-Denver-CO-80223/318398736_zpid/
Townhouse for sale,"2466 S Delaware St Unit 6, Denver, CO 80223","$309,000 ",2466 S Delaware St UNIT 6,Denver,CO,80223,671,https://www.zillow.com/homedetails/2466-S-Delaware-St-UNIT-6-Denver-CO-80223/2078483781_zpid/
Apartment for sale,"2425 S Bannock St, Denver, CO 80223","$650,000 ",2425 S Bannock St,Denver,CO,80223,"1,750",https://www.zillow.com/homedetails/2425-S-Bannock-St-Denver-CO-80223/13378937_zpid/
House for sale,"873 S Raritan St, Denver, CO 80223","$364,900 ",873 S Raritan St,Denver,CO,80223,"1,081",https://www.zillow.com/homedetails/873-S-Raritan-St-Denver-CO-80223/13357661_zpid/
House for sale,"1916 W Kentucky Ave, Denver, CO 80223","$349,900 ",1916 W Kentucky Ave,Denver,CO,80223,"1,010",https://www.zillow.com/homedetails/1916-W-Kentucky-Ave-Denver-CO-80223/13357758_zpid/
Townhouse for sale,"39 Galapago St, Denver, CO 80223","$799,000 ",39 Galapago St,Denver,CO,80223,"2,369",https://www.zillow.com/homedetails/39-Galapago-St-Denver-CO-80223/123603009_zpid/
House for sale,"2096 S Galapago St, Denver, CO 80223","$509,900 ",2096 S Galapago St,Denver,CO,80223,"1,673",https://www.zillow.com/homedetails/2096-S-Galapago-St-Denver-CO-80223/2078668961_zpid/
Apartment for sale,"2211 S Fox St, Denver, CO 80223","$550,000 ",2211 S Fox St,Denver,CO,80223,"1,966",https://www.zillow.com/homedetails/2211-S-Fox-St-Denver-CO-80223/251840963_zpid/
Apartment for sale,"1179 S Raritan St, Denver, CO 80223","$1,150,000 ",1179 S Raritan St,Denver,CO,80223,"4,200",https://www.zillow.com/homedetails/1179-S-Raritan-St-Denver-CO-80223/130279966_zpid/
Townhouse for sale,"685 W Evans Ave, Denver, CO 80223","$515,000 ",685 W Evans Ave,Denver,CO,80223,"1,746",https://www.zillow.com/homedetails/685-W-Evans-Ave-Denver-CO-80223/2078774504_zpid/
House for sale,"233 W Harvard Ave, Denver, CO 80223","$590,000 ",233 W Harvard Ave,Denver,CO,80223,"1,820",https://www.zillow.com/homedetails/233-W-Harvard-Ave-Denver-CO-80223/251842121_zpid/
Condo for sale,"209 Kalamath St Unit 16, Denver, CO 80223","$540,000 ",209 Kalamath St UNIT 16,Denver,CO,80223,"1,213",https://www.zillow.com/homedetails/209-Kalamath-St-UNIT-16-Denver-CO-80223/118269927_zpid/
Condo for sale,"1898 S Bannock St #311, Denver, CO 80223","$349,900 ",1898 S Bannock St #311,Denver,CO,80223,726,https://www.zillow.com/homedetails/1898-S-Bannock-St-311-Denver-CO-80223/2078902538_zpid/
Condo for sale,"1898 S Bannock St Unit 201, Denver, CO 80223","$524,527 ",1898 S Bannock St UNIT 201,Denver,CO,80223,"1,156",https://www.zillow.com/homedetails/1898-S-Bannock-St-UNIT-201-Denver-CO-80223/2078902769_zpid/
House for sale,"1275 S Xavier St, Denver, CO 80219","$340,000 ",1275 S Xavier St,Denver,CO,80219,908,https://www.zillow.com/homedetails/1275-S-Xavier-St-Denver-CO-80219/13363245_zpid/
House for sale,"2663 S Quitman St, Denver, CO 80219","$435,000 ",2663 S Quitman St,Denver,CO,80219,"1,310",https://www.zillow.com/homedetails/2663-S-Quitman-St-Denver-CO-80219/13383727_zpid/
Apartment for sale,"400 S Raleigh St, Denver, CO 80219","$495,000 ",400 S Raleigh St,Denver,CO,80219,"1,451",https://www.zillow.com/homedetails/400-S-Raleigh-St-Denver-CO-80219/13360510_zpid/
House for sale,"2548 S Tennyson Way, Denver, CO 80219","$377,400 ",2548 S Tennyson Way,Denver,CO,80219,"1,111",https://www.zillow.com/homedetails/2548-S-Tennyson-Way-Denver-CO-80219/13383304_zpid/
Coming soon,"S Knox Ct, Denver, CO 80219","$335,000 ",S Knox Ct,Denver,CO,80219,935,https://www.zillow.com/homedetails/2061-S-Knox-Ct-Denver-CO-80219/13380059_zpid/
House for sale,"3330 W Jewell Ave, Denver, CO 80219","$290,000 ",3330 W Jewell Ave,Denver,CO,80219,850,https://www.zillow.com/homedetails/3330-W-Jewell-Ave-Denver-CO-80219/13380020_zpid/
House for sale,"2360 S Julian St, Denver, CO 80219","$375,000 ",2360 S Julian St,Denver,CO,80219,911,https://www.zillow.com/homedetails/2360-S-Julian-St-Denver-CO-80219/13380533_zpid/
House for sale,"179 N Julian St, Denver, CO 80219","$363,000 ",179 N Julian St,Denver,CO,80219,989,https://www.zillow.com/homedetails/179-N-Julian-St-Denver-CO-80219/13341146_zpid/
House for sale,"1685 S Lowell Blvd, Denver, CO 80219","$469,900 ",1685 S Lowell Blvd,Denver,CO,80219,"1,220",https://www.zillow.com/homedetails/1685-S-Lowell-Blvd-Denver-CO-80219/13364445_zpid/
House for sale,"377 Stuart St, Denver, CO 80219","$372,000 ",377 Stuart St,Denver,CO,80219,"1,111",https://www.zillow.com/homedetails/377-Stuart-St-Denver-CO-80219/13338548_zpid/
House for sale,"340 Meade St, Denver, CO 80219","$410,000 ",340 Meade St,Denver,CO,80219,911,https://www.zillow.com/homedetails/340-Meade-St-Denver-CO-80219/13338419_zpid/
